EpochTime,CurrentPlaybackTime,CurrentBufferSize,CurrentPlaybackState,Action,Bitrate
206.013933897,206,2,PLAY,StillPlaying,334349
207.24960804,207,3,PLAY,Writing,334349
208.013948917,208,2,PLAY,StillPlaying,334349
208.686144114,208,3,PLAY,Writing,334349
209.966140985,209,4,PLAY,Writing,334349
210.050204039,210,3,PLAY,StillPlaying,334349
211.293442965,211,4,PLAY,Writing,334349
212.005855083,212,3,PLAY,StillPlaying,334349
212.654179096,212,4,PLAY,Writing,334349
213.896609068,213,5,PLAY,Writing,334349
214.003261089,214,4,PLAY,StillPlaying,334349
216.005887032,216,3,PLAY,StillPlaying,334349
218.009844065,218,2,PLAY,StillPlaying,334349
218.818214893,218,3,PLAY,Writing,334349
219.858158112,219,4,PLAY,Writing,334349
220.005861044,220,3,PLAY,StillPlaying,334349
221.21016407,221,4,PLAY,Writing,334349
222.049681902,222,3,PLAY,StillPlaying,334349
222.454133034,222,4,PLAY,Writing,334349
223.41012311,223,5,PLAY,Writing,334349
224.00586009,224,4,PLAY,StillPlaying,334349
226.013880014,226,3,PLAY,StillPlaying,334349
